income_per_month,years_in_school,property_value
1815.64541,13,375093.5162
3449.72628,16,442074.5013
5456.014458,17,1272638.716
953.2138404,13,128603.4913
726.2581641,13,420640.5861
39898.80789,17,4608291.771
37765.42453,12,1607543.641
2995.814927,10,29471.63342
6490.932342,16,3215087.282
10394.56997,17,3483011.222
1497.907463,16,482263.0923
2496.512439,14,415282.1073
28641.80635,12,401885.9102
7943.44867,16,2277353.492
22922.5233,16,10716957.61
1815.64541,17,991318.5785
11075.437,17,3215087.282
1134.778381,14,401885.9102
4584.504661,16,736790.8355
5446.936231,16,200942.9551
4584.504661,13,696602.2445
5401.545096,14,964526.1845
1361.734058,16,589432.6685
10893.87246,16,2590824.501
3540.50855,12,937733.7905
1361.734058,12,326867.207
3812.855362,17,482263.0923
5083.807149,14,803771.8205
817.0404346,16,294716.3342
7035.625965,16,576036.4715
6808.670289,12,476904.6135
1588.689734,12,292037.0948
22695.56763,16,8037718.205
4720.678067,12,522451.6835
1407.125193,13,40188.59102
2541.903574,16,736790.8355
5083.807149,17,1071695.761
4357.548985,12,801092.581
9849.876351,12,728753.117
413.0593308,12,2679.239402
1270.951787,12,53584.78805
3358.944009,14,683206.0475
3812.855362,14,300074.813
2950.423792,13,321508.7282
2587.29471,17,616225.0625
1997.209951,17,669809.8505
2360.339033,11,214339.1521
2178.774492,12,482263.0923
16113.85302,17,2464900.25
862.4315699,10,669809.8505
2087.992222,14,1071695.761
8351.968887,16,2009429.551
4402.94012,16,455470.6983
8624.315699,13,750187.0325
331.3552874,14,69660.22445
2768.859251,12,428678.3043
1815.64541,12,321508.7282
907.8227051,6,401885.9102
3404.335144,16,498338.5287
4902.242608,16,629621.2595
1634.080869,12,187546.7581
2950.423792,13,656413.6535
5492.327366,16,168792.0823
2496.512439,16,632300.499
3858.246497,12,1875467.581
5446.936231,14,401885.9102
7171.799371,16,602828.8655
17067.06686,16,16075436.41
2950.423792,17,669809.8505
2723.468115,12,750187.0325
3903.637632,16,535847.8805
1270.951787,11,66980.98505
2269.556763,13,334904.9252
6354.758936,16,1875467.581
4539.113526,14,482263.0923
1452.516328,12,321508.7282
2995.814927,9,1071695.761
5673.891907,14,267923.9402
635.4758936,9,1339.619701
5174.589419,17,254795.6671
1089.387246,12,479583.8529
1588.689734,14,535847.8805
1361.734058,11,93773.37905
6944.843694,17,455470.6983
1906.427681,11,535847.8805
2950.423792,12,535847.8805
16976.28459,16,6698098.505
4720.678067,17,736790.8355
5991.629854,12,450112.2195
1679.472005,12,246490.025
998.6049757,17,2411315.462
1225.560652,13,455470.6983
2178.774492,12,294716.3342
635.4758936,13,334904.9252
953.2138404,12,302754.0524
8442.751158,17,2679239.402
862.4315699,-1,937733.7905
72.62581641,14,763583.2295
3177.379468,14,348301.1222
2678.07698,17,1607543.641
2178.774492,14,483736.674
1361.734058,13,267923.9402
3358.944009,12,669809.8505
1134.778381,14,227735.3492
3585.899685,16,669809.8505
3903.637632,17,468866.8953
862.4315699,12,401885.9102
1770.254275,16,709998.4415
3812.855362,16,348301.1222
11620.13063,17,2178221.634
3858.246497,17,1567355.05
3177.379468,14,535847.8805
680.8670289,13,26792.39402
1588.689734,12,66980.98505
7262.581641,17,2009429.551
1270.951787,14,401885.9102
3495.117415,14,227735.3492
1043.996111,16,133961.9701
1089.387246,12,214339.1521
1543.298599,16,214339.1521
2723.468115,17,308112.5312
2087.992222,16,535847.8805
20698.35768,16,3483011.222
8397.360023,16,1071695.761
3313.552874,12,187546.7581
7353.363912,17,1473581.671
2087.992222,12,455470.6983
20652.96654,16,1339619.701
12255.60652,14,937733.7905
33952.56917,13,4849423.317
953.2138404,17,482263.0923
2269.556763,17,509055.4865
4312.157849,14,214339.1521
1225.560652,3,669809.8505
1284.569128,14,428678.3043
11574.73949,17,2009429.551
1407.125193,4,304093.6721
22241.65628,16,2411315.462
2723.468115,12,375093.5162
5083.807149,17,1339619.701
4766.069202,16,321508.7282
41078.97741,17,4956592.893
3812.855362,13,401885.9102
4993.024878,16,750187.0325
1089.387246,12,589432.6685
5310.762825,14,1607543.641
1361.734058,12,125656.328
3767.464226,15,2430070.137
1979.053497,15,482263.0923
1452.516328,10,468866.8953
1588.689734,11,401885.9102
4085.202173,12,616225.0625
2814.250386,12,5224516.835
4221.375579,16,669809.8505
2905.032656,12,334904.9252
1361.734058,13,348301.1222
37447.68659,17,6698098.505
544.6936231,12,262565.4614
1270.951787,12,40188.59102
6808.670289,16,5358478.805
20426.01087,14,803771.8205
1861.036546,12,321508.7282
3313.552874,16,803771.8205
1906.427681,12,401885.9102
8125.013211,12,1875467.581
3667.603729,12,1004714.776
4629.895796,12,1607543.641
13299.60263,16,1393204.489
4584.504661,16,1339619.701
6581.714612,16,991318.5785
2405.730169,12,359018.0798
3177.379468,12,442074.5013
5219.980555,14,348301.1222
3631.290821,16,211659.9127
1997.209951,17,482263.0923
4085.202173,16,543885.5985
5946.238719,14,1473581.671
113.4778381,14,535847.8805
3858.246497,17,803771.8205
5038.416014,16,495659.2893
1724.86314,13,401885.9102
7943.44867,17,803771.8205
862.4315699,11,267923.9402
37220.73091,13,4822630.923
590.0847583,12,214339.1521
5628.500772,16,535847.8805
4221.375579,16,616225.0625
590.0847583,11,16075.43641
4266.766714,16,763583.2295
1770.254275,11,187546.7581
30139.71381,17,1339619.701
2042.601087,16,589432.6685
37447.68659,17,4018859.102
3540.50855,12,492980.0499
2541.903574,12,160754.3641
4039.811038,17,1272638.716
862.4315699,10,195584.4763
6263.976665,16,5358478.805
5310.762825,12,388489.7132
3631.290821,13,803771.8205
2156.532836,12,468866.8953
998.6049757,16,117886.5337
3222.770603,13,482263.0923
2905.032656,14,669809.8505
1134.778381,10,669809.8505
6808.670289,17,964526.1845
3404.335144,16,602828.8655
8170.404346,17,758224.7505
21560.78925,16,3750935.162
376.7464226,12,214339.1521
4902.242608,14,369735.0374
19064.27681,17,1607543.641
6808.670289,17,1232450.125
15432.98599,16,3750935.162
3676.681956,12,396527.4314
1679.472005,12,286678.616
817.0404346,12,160754.3641
3858.246497,14,562640.2745
3222.770603,17,889507.4815
1452.516328,12,396527.4314
4766.069202,17,2009429.551
3812.855362,16,1071695.761
10349.17884,17,803771.8205
24601.99531,17,2411315.462
6808.670289,16,267923.9402
1361.734058,12,1205657.731
5265.37169,14,535847.8805
1815.64541,15,321508.7282
4493.72239,12,736790.8355
1180.169517,11,294716.3342
1239.177993,13,388489.7132
2723.468115,12,174150.5611
1997.209951,12,254527.7432
590.0847583,12,80377.18205
3404.335144,12,401885.9102
8125.013211,16,3215087.282
998.6049757,8,334904.9252
3404.335144,12,230414.5886
3313.552874,12,632300.499
5083.807149,17,428678.3043
4811.460337,12,616225.0625
2133.383357,12,442074.5013
3086.597197,14,305433.2918
1316.342922,12,203622.1945
2224.165628,12,375093.5162
1361.734058,6,8037.718205
3086.597197,16,241131.5462
14071.25193,16,1205657.731
1043.996111,14,208980.6733
1951.818816,17,214339.1521
998.6049757,12,267923.9402
1906.427681,12,375093.5162
7444.146182,16,696602.2445
1861.036546,17,669809.8505
1815.64541,12,803771.8205
4039.811038,12,187546.7581
5946.238719,12,1071695.761
1997.209951,12,302754.0524
24647.38644,12,1071695.761
1361.734058,12,535847.8805
3177.379468,17,750187.0325
1361.734058,16,206301.4339
2269.556763,9,300074.813
4085.202173,17,656413.6535
8669.706834,17,803771.8205
3903.637632,16,525130.9225
1724.86314,12,348301.1222
2087.992222,13,361697.3192
1407.125193,12,267923.9402
4357.548985,14,1607543.641
2360.339033,12,669809.8505
1497.907463,12,1018110.973
3949.028767,14,482263.0923
1951.818816,17,376605.679
4130.593308,14,257206.9826
2859.641521,17,407244.3891
1225.560652,9,267923.9402
21379.22471,15,2143391.521
14979.07463,12,401885.9102
2360.339033,16,428678.3043
2950.423792,17,267923.9402
1679.472005,16,937733.7905
1770.254275,12,495659.2893
1575.072393,15,353659.601
6854.061424,16,1205657.731
5900.847583,13,535847.8805
7262.581641,17,2205014.028
1361.734058,16,1007394.015
3222.770603,13,375093.5162
635.4758936,12,80377.18205
4856.851473,12,267923.9402
4221.375579,12,803771.8205
6672.496883,17,1304789.589
30003.5404,17,937733.7905
2178.774492,14,131282.7307
6218.58553,12,468866.8953
7398.755047,17,881469.763
2042.601087,12,535847.8805
3540.50855,17,509055.4865
3086.597197,12,696602.2445
6445.541207,17,1339619.701
2269.556763,12,241131.5462
2768.859251,12,348301.1222
11892.47744,12,2679239.402
3358.944009,6,803771.8205
5038.416014,16,1071695.761
11347.78381,16,1741505.611
2541.903574,17,452791.4589
3585.899685,12,187546.7581
38627.8561,14,1205657.731
1452.516328,11,1071695.761
2087.992222,12,133961.9701
11529.34836,17,937733.7905
2042.601087,16,399206.6708
1724.86314,11,214339.1521
25464.42688,17,5358478.805
6581.714612,17,964526.1845
17021.67572,16,602828.8655
440.294012,12,267923.9402
299.5814927,11,200942.9551
2178.774492,16,120565.7731
29141.10884,17,5358478.805
4402.94012,12,656413.6535
2541.903574,11,294716.3342
3177.379468,16,509055.4865
11438.56608,16,1540562.656
34905.78301,16,1741505.611
3131.988333,17,334904.9252
4221.375579,16,535847.8805
10893.87246,17,321508.7282
680.8670289,12,2143.391521
11347.78381,17,1741505.611
1724.86314,12,93773.37905
6717.888018,12,937733.7905
499.3024878,12,18754.67581
2224.165628,12,200942.9551
2019.905519,12,227735.3492
3131.988333,13,471546.1347
5900.847583,16,870752.8055
11937.86857,15,1607543.641
34043.35144,12,803771.8205
10893.87246,16,1071695.761
3313.552874,16,736790.8355
3086.597197,12,509055.4865
1997.209951,12,133961.9701
3177.379468,12,294716.3342
2632.685845,12,509055.4865
1906.427681,15,1205657.731
726.2581641,12,723394.6385
32046.14149,16,455470.6983
3131.988333,14,401885.9102
1770.254275,8,803771.8205
7081.0171,15,736790.8355
1180.169517,13,160754.3641
1679.472005,12,801092.581
3653.986388,17,723394.6385
3086.597197,12,401885.9102
5310.762825,12,538527.1195
3631.290821,17,241131.5462
30956.75425,16,2679239.402
1497.907463,12,567998.753
2360.339033,17,348301.1222
998.6049757,13,190225.9975
2723.468115,12,589432.6685
2950.423792,16,334904.9252
1634.080869,16,669809.8505
817.0404346,12,160754.3641
2814.250386,12,519772.444
2723.468115,12,107169.5761
12482.5622,16,2679239.402
2905.032656,16,300074.813
24375.03963,17,3750935.162
1497.907463,17,535847.8805
8215.795482,17,1146714.464
5764.674178,17,924337.5935
10394.56997,16,1805807.357
1724.86314,12,160754.3641
10666.91679,16,1473581.671
7943.44867,16,1211016.21
771.6492994,8,241131.5462
3358.944009,12,535847.8805
20471.402,17,4018859.102
907.8227051,12,53584.78805
1089.387246,14,66980.98505
19654.36157,17,6698098.505
1543.298599,13,241131.5462
5991.629854,17,1929052.369
2632.685845,13,308112.5312
3404.335144,14,361697.3192
907.8227051,8,83056.42145
8805.88024,17,1369091.334
3131.988333,13,431357.5437
8306.577752,14,2612258.417
2768.859251,12,367055.798
10213.00543,17,1875467.581
1316.342922,13,482263.0923
3131.988333,12,541206.359
1724.86314,10,321508.7282
5083.807149,17,803771.8205
12255.60652,16,6698098.505
1724.86314,17,1286034.913
544.6936231,2,166112.8429
1634.080869,16,401885.9102
2106.148676,12,399206.6708
4312.157849,16,2277353.492
3404.335144,14,669809.8505
12482.5622,17,1031507.17
1407.125193,13,214339.1521
5628.500772,12,876111.2845
2133.383357,13,750187.0325
7761.884129,16,40188.59102
8397.360023,16,522451.6835
6354.758936,16,1138676.746
2042.601087,12,133961.9701
22695.56763,16,1492336.347
245.1121304,10,5358.478805
1270.951787,12,562640.2745
25509.81801,17,2143391.521
544.6936231,11,5358.478805
2596.372937,16,200942.9551
22695.56763,17,2009429.551
2632.685845,12,308112.5312
998.6049757,12,669809.8505
1679.472005,16,1875467.581
680.8670289,6,348301.1222
3722.073091,14,535847.8805
5265.37169,16,648375.935
4539.113526,16,669809.8505
2042.601087,14,870752.8055
1134.778381,16,404565.1497
2995.814927,13,428678.3043
4902.242608,12,3483011.222
6854.061424,12,937733.7905
4539.113526,14,723394.6385
2269.556763,12,133961.9701
2814.250386,14,160754.3641
12300.99765,17,696602.2445
6899.452559,14,2344334.477
3041.206062,16,1286034.913
11347.78381,17,991318.5785
20153.66405,17,2679239.402
2768.859251,12,321508.7282
3540.50855,12,565319.5135
3313.552874,16,53584.78805
11347.78381,16,1205657.731
5810.065313,12,669809.8505
3540.50855,16,468866.8953
2995.814927,16,1138676.746
2541.903574,16,576036.4715
5900.847583,17,1768298.005
20562.18427,12,6698098.505
1724.86314,11,139320.4489
9032.835916,17,884149.0025
2632.685845,14,174150.5611
3313.552874,16,514413.965
17021.67572,14,4018859.102
1452.516328,9,2679239.402
499.3024878,12,128603.4913
1906.427681,14,150037.4065
6082.412124,14,803771.8205
1134.778381,11,12056.57731
4175.984444,16,1339619.701
4493.72239,14,388489.7132
6627.105748,16,750187.0325
771.6492994,11,8037.718205
817.0404346,6,214339.1521
24057.30169,16,1071695.761
17112.45799,16,1339619.701
2541.903574,13,482263.0923
3086.597197,14,1004714.776
35586.65004,17,4018859.102
2519.208007,12,120565.7731
1861.036546,12,42867.83043
2859.641521,17,1272638.716
3404.335144,12,401885.9102
4539.113526,12,281320.1372
14388.98988,16,870752.8055
9486.747269,12,1071695.761
32227.70603,16,8037718.205
1452.516328,11,350980.3616
408.5202173,11,254527.7432
1634.080869,13,696602.2445
1906.427681,12,669809.8505
7353.363912,15,669809.8505
3177.379468,17,200942.9551
4629.895796,16,1066337.282
7262.581641,17,1071695.761
726.2581641,14,187546.7581
2723.468115,16,977922.3815
2269.556763,14,937733.7905
5174.589419,16,1071695.761
2723.468115,12,321508.7282
2224.165628,12,294716.3342
3994.419903,12,535847.8805
4675.286931,16,2679239.402
1906.427681,12,1184223.816
3086.597197,16,723394.6385
18338.01864,17,4822630.923
1452.516328,14,107169.5761
9305.182728,17,1473581.671
11756.30403,17,1111884.352
1452.516328,12,227735.3492
2133.383357,12,187546.7581
590.0847583,12,262565.4614
771.6492994,16,321508.7282
5356.15396,17,442074.5013
20471.402,17,2947163.342
40488.89265,15,6698098.505
6808.670289,16,648375.935
8851.271375,16,1339619.701
1225.560652,14,254527.7432
3812.855362,14,4822630.923
2087.992222,12,428678.3043
3676.681956,15,350980.3616
4720.678067,12,442074.5013
15115.24804,17,1607543.641
3131.988333,15,468866.8953
2632.685845,17,321508.7282
7625.710723,17,1071695.761
3041.206062,14,348301.1222
1906.427681,16,375093.5162
8125.013211,14,945771.5085
2905.032656,13,669809.8505
6717.888018,17,884149.0025
3631.290821,10,736790.8355
2496.512439,16,375093.5162
4039.811038,17,495659.2893
40216.54584,17,9377337.905
17929.49843,16,2143391.521
1588.689734,12,669809.8505
1183.800808,16,910941.3965
3222.770603,16,455470.6983
2360.339033,17,1339619.701
3166.031684,16,442074.5013
2859.641521,17,334904.9252
7489.537317,12,696602.2445
2859.641521,12,321508.7282
8397.360023,15,1693279.302
8533.533428,17,602828.8655
1543.298599,14,394795.5711
6808.670289,16,1004714.776
26054.51164,17,2009429.551
1815.64541,12,991318.5785
1634.080869,17,2009429.551
2950.423792,13,468866.8953
5537.718501,13,669809.8505
7807.275264,17,4018859.102
2087.992222,12,174150.5611
11120.82814,17,3483011.222
1134.778381,6,455470.6983
1407.125193,14,230414.5886
3676.681956,16,468866.8953
1815.64541,13,187546.7581
4221.375579,11,468866.8953
1270.951787,12,45547.06983
33135.52874,17,3215087.282
3449.72628,13,267923.9402
998.6049757,9,283999.3766
1679.472005,12,238452.3068
9169.009322,16,5358478.805
3313.552874,9,286678.616
9169.009322,17,1473581.671
12754.90901,17,1138676.746
9078.227051,16,1272638.716
2950.423792,9,892990.4925
3268.161739,14,637658.9775
34406.48052,17,4018859.102
4085.202173,14,375093.5162
907.8227051,12,214339.1521
2859.641521,14,187546.7581
1861.036546,17,1862071.384
26236.07618,17,1607543.641
31683.01241,17,2588145.262
1361.734058,16,1339619.701
3404.335144,12,1339619.701
7217.190506,17,991318.5785
5764.674178,16,1138676.746
2859.641521,12,350980.3616
5764.674178,17,434036.7831
5900.847583,16,565319.5135
4811.460337,14,56264.02745
4720.678067,16,1473581.671
1452.516328,9,267923.9402
1089.387246,14,187546.7581
1089.387246,7,26792.39402
10530.74338,14,1553958.853
2178.774492,17,150037.4065
1407.125193,12,302754.0524
1906.427681,13,372414.2768
817.0404346,12,321508.7282
38900.20292,14,4018859.102
322.2770603,11,80377.18205
2224.165628,12,257206.9826
1965.436157,12,334904.9252
18292.62751,17,3697350.374
2814.250386,16,121637.4689
5219.980555,10,669809.8505
1588.689734,14,479583.8529
5583.109637,16,468866.8953
3858.246497,17,1152072.943
35668.35409,16,10716957.61
3041.206062,16,1205657.731
3086.597197,13,267923.9402
4629.895796,17,910941.3965
2269.556763,7,267923.9402
1815.64541,16,425999.0649
726.2581641,12,259886.222
907.8227051,12,22773.53492
7035.625965,16,870752.8055
24465.8219,16,6698098.505
11393.17495,17,803771.8205
5946.238719,17,1018110.973
1418.019065,11,16075.43641
2178.774492,14,241131.5462
9214.400457,17,1875467.581
4993.024878,17,535847.8805
953.2138404,12,107169.5761
3949.028767,16,455470.6983
3812.855362,14,535847.8805
1861.036546,14,187546.7581
2950.423792,12,227735.3492
18383.40978,17,2679239.402
3631.290821,14,401885.9102
2995.814927,16,535847.8805
2133.383357,12,648375.935
9169.009322,16,5894326.685
26054.51164,16,2347013.716
635.4758936,16,401885.9102
3585.899685,14,225056.1098
17112.45799,17,1272638.716
2269.556763,12,230414.5886
9078.227051,17,1205657.731
19200.45021,17,1406600.686
2905.032656,16,643017.4565
3404.335144,12,294716.3342
2950.423792,16,321508.7282
2451.121304,12,241131.5462
2814.250386,16,313471.01
1043.996111,12,133961.9701
2678.07698,12,160754.3641
2360.339033,11,243810.7856
1270.951787,10,308112.5312
3222.770603,12,168792.0823
2814.250386,14,359018.0798
1588.689734,12,281320.1372
1588.689734,14,5358.478805
5810.065313,13,964526.1845
3994.419903,12,241131.5462
1452.516328,12,214339.1521
2496.512439,16,334904.9252
5719.283042,15,2041580.424
5038.416014,13,495659.2893
5310.762825,17,375093.5162
11847.0863,17,6028288.655
4584.504661,17,803771.8205
680.8670289,14,637658.9775
1906.427681,16,669809.8505
4856.851473,14,506376.247
1679.472005,12,96452.61845
3177.379468,12,208980.6733
1452.516328,12,401885.9102
23921.12828,17,2679239.402
3177.379468,12,182188.2793
16476.9821,17,442074.5013
2768.859251,17,401885.9102
3177.379468,12,200942.9551
3313.552874,16,509055.4865
41442.10649,16,19960333.54
3722.073091,16,375093.5162
2133.383357,17,803771.8205
25691.38256,16,15914682.05
4039.811038,17,1004714.776
3631.290821,13,455470.6983
907.8227051,9,8037.718205
18338.01864,16,2009429.551
28460.24181,16,1366412.095
3313.552874,12,340263.404
2178.774492,16,1339619.701
1270.951787,9,321508.7282
2360.339033,14,187546.7581
1407.125193,10,348301.1222
5501.405593,15,482263.0923
6309.367801,16,401885.9102
2950.423792,15,696602.2445
907.8227051,12,843960.4115
5537.718501,17,2009429.551
544.6936231,9,75018.70325
4039.811038,17,776979.4265
1906.427681,12,1071695.761
7898.057535,17,964526.1845
25555.20915,17,1527166.459
5446.936231,17,910941.3965
136.1734058,17,509055.4865
1543.298599,12,348301.1222
4993.024878,17,468866.8953
2814.250386,17,455470.6983
3767.464226,16,803771.8205
5764.674178,16,401885.9102
6037.020989,16,1473581.671
3858.246497,17,522451.6835
2995.814927,12,321508.7282
24465.8219,17,2947163.342
1043.996111,12,482263.0923
2087.992222,16,160754.3641
1815.64541,9,482263.0923
1089.387246,16,160754.3641
3585.899685,16,535847.8805
5673.891907,15,375093.5162
2768.859251,16,629621.2595
6581.714612,16,3081125.312
2360.339033,16,214339.1521
2451.121304,13,455470.6983
2224.165628,12,227735.3492
20970.70449,17,4822630.923
1411.664306,12,187546.7581
11166.21927,17,5358478.805
4539.113526,17,1205657.731
10213.00543,16,133961.9701
680.8670289,14,25184.85038
2950.423792,16,369735.0374
2496.512439,12,334904.9252
2541.903574,14,1004714.776
385.8246497,8,26792.39402
7081.0171,17,602828.8655
4085.202173,17,763583.2295
1770.254275,12,870752.8055
22695.56763,16,2545277.432
726.2581641,12,267923.9402
5900.847583,17,1339619.701
2360.339033,14,776979.4265
6536.323477,16,2076410.536
19518.18816,17,1473581.671
1407.125193,14,937733.7905
5900.847583,17,688564.526
771.6492994,10,200942.9551
2269.556763,13,334904.9252
4357.548985,10,589432.6685
4539.113526,17,736790.8355
21106.87789,16,1259242.519
1815.64541,16,364376.5586
29504.23792,17,602828.8655
9305.182728,16,1272638.716
2269.556763,6,321508.7282
14025.86079,16,2009429.551
10394.56997,16,1875467.581
5038.416014,15,1607543.641
21787.74492,16,5358478.805
5900.847583,17,1071695.761
3540.50855,17,1010073.255
5219.980555,16,308112.5312
5492.327366,16,535847.8805
34542.65393,17,1205657.731
5083.807149,16,1205657.731
6173.194395,17,889507.4815
1724.86314,16,214339.1521
12754.90901,13,669809.8505
4266.766714,17,736790.8355
2950.423792,16,321508.7282
907.8227051,12,198263.7157
3631.290821,12,455470.6983
5174.589419,16,442074.5013
27234.68115,17,5894326.685
7353.363912,16,3215087.282
10303.7877,16,1205657.731
2405.730169,14,535847.8805
544.6936231,12,190225.9975
2814.250386,17,294716.3342
6672.496883,16,1875467.581
2950.423792,14,214339.1521
1225.560652,12,13396.19701
2042.601087,14,120565.7731
3177.379468,12,884149.0025
11347.78381,17,2143391.521
1043.996111,12,535847.8805
4675.286931,14,1205657.731
3131.988333,16,602828.8655
817.0404346,10,120565.7731
9622.920675,17,4822630.923
635.4758936,12,128603.4913
3812.855362,12,93773.37905
7353.363912,16,1655769.95
181.564541,17,14280346.01
1225.560652,14,120565.7731
8261.186617,16,709998.4415
1770.254275,17,460829.1771
1724.86314,14,1473581.671
2768.859251,14,1071695.761
2496.512439,12,187546.7581
635.4758936,8,160754.3641
7262.581641,17,1312827.307
3131.988333,16,535847.8805
998.6049757,16,803771.8205
17929.49843,17,1339619.701
635.4758936,6,401885.9102
4493.72239,14,375093.5162
30366.66949,17,1607543.641
1906.427681,16,1071695.761
22105.48287,17,803771.8205
1361.734058,16,452791.4589
2814.250386,13,401885.9102
6037.020989,17,1205657.731
4039.811038,12,535847.8805
1361.734058,12,696602.2445
3994.419903,12,669809.8505
1270.951787,12,669809.8505
817.0404346,15,187546.7581
1270.951787,16,267923.9402
726.2581641,5,18754.67581
6354.758936,12,763583.2295
8851.271375,17,1875467.581
3177.379468,13,656413.6535
9532.138404,16,669809.8505
6854.061424,14,2411315.462
1452.516328,12,107169.5761
2950.423792,14,750187.0325
8896.66251,12,1071695.761
771.6492994,4,530489.4015
907.8227051,12,308112.5312
1543.298599,12,870752.8055
